City_ID,City,Max Temp,Description,Lat,Lng,Hotel Name
294,Parrsboro,74.41,overcast clouds,45.4001,-64.332,Gillespie House Inn
295,Maldonado,62.22,overcast clouds,-34.6667,-54.9167,La Cimarrona
296,Rapar,84.88,broken clouds,23.5667,70.6333,Dharamshi Bapa’s Home
297,Nouadhibou,68.41,clear sky,20.931,-17.0347,El Medina
298,Esteli,82.44,overcast clouds,13.0919,-86.3538,Friends & Family
299,Chirnogi,83.08,broken clouds,44.1167,26.5667,Casa Taraneasca
300,Henderson,93.38,clear sky,36.0397,-114.9819,Hawthorn Suites By Wyndham Las Vegas/Henderson
301,Talcahuano,55.08,broken clouds,-36.7167,-73.1167,departamento comodo
302,Bubanza,72.97,scattered clouds,-3.1167,29.4,Maison d'accueil le buissonnet
303,Shakawe,64.4,clear sky,-18.3667,21.85,Ditlhapi Guest House
304,Manta,75.42,overcast clouds,-0.95,-80.7333,Balandra Hotel
305,Amurrio,76.75,scattered clouds,43.05,-3.0,Hotel Restaurante Aldama
306,Yar-Sale,52.95,overcast clouds,66.8333,70.8333,Yalemd
307,Kutum,82.62,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
308,Stromness,59.25,broken clouds,58.965,-3.296,The Old Smokery
309,Grand-Santi,88.25,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
310,Vigrestad,71.96,clear sky,58.5667,5.7,Brusand Camping
311,Sukhumi,72.64,scattered clouds,43.0033,41.0153,Ritsa Hotel
312,Sao Joao Da Barra,72.77,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
313,Porto Murtinho,97.07,clear sky,-21.6989,-57.8825,Hotel Pantanal
316,Masvingo,50.18,scattered clouds,-20.0637,30.8277,River Side Lodge
317,Dungarvan,75.52,broken clouds,52.0881,-7.6253,The Park Hotel Holiday Homes & Leisure Centre
318,Shelomi,83.52,scattered clouds,33.0747,35.1461,"אכסניית אנ""א שלומי- Hi Shlomi Hostel"
319,Sarankhola,79.86,broken clouds,22.3082,89.7897,Md Mostafiz Mir Al Imran's House
320,Mikumi,67.69,broken clouds,-7.4041,36.9831,Morio Motel and Campsite
321,Jacmel,89.44,overcast clouds,18.2342,-72.5347,Historic Hotel Florita
322,Kombissiri,87.73,overcast clouds,12.0656,-1.3375,Mitibkieta Annexe
323,San Rafael Del Sur,83.37,light rain,11.8485,-86.4384,Hospedaje El Chino
324,Durham,87.98,broken clouds,36.0335,-78.8664,Hampton Inn & Suites Durham/North I-85
325,Barra Do Garcas,90.48,clear sky,-15.89,-52.2567,Hotel Pousada Tropical
326,Mhlambanyatsi,40.8,overcast clouds,-26.45,31.0167,Foresters Arms
327,Cidreira,70.12,clear sky,-30.1811,-50.2056,Hotel Castelo
328,Port-Gentil,75.49,scattered clouds,-0.7193,8.7815,Fengshui Residence
329,Porto Santo,78.71,few clouds,33.072,-16.3415,Hotel Porto Santo & Spa
330,Puerto Asis,72.41,overcast clouds,0.5133,-76.5007,Ayawaska Hostal
331,Mehamn,44.89,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
332,Rio Grande,82.51,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
333,Jacareacanga,98.6,broken clouds,-6.2222,-57.7528,Casa do Ian😎
335,Sharhorod,74.03,overcast clouds,48.7383,28.085,Mini Hotel Gostynnyi Dvir
336,Marystown,60.12,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
337,Inirida,78.66,light rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
338,Lasa,76.91,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
339,Houma,93.2,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
341,Mugumu,72.27,broken clouds,-1.85,34.7,Lemala Mara
342,Contamana,93.81,scattered clouds,-7.3333,-75.0167,Shiringal Touristic Park
343,Macherla,83.1,overcast clouds,16.4833,79.4333,Vivek express
344,Talnakh,55.62,broken clouds,69.4865,88.3972,Talnakh Hotel
345,Chapais,75.63,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
346,Codrington,42.08,light rain,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
347,Banda Aceh,81.19,overcast clouds,5.5577,95.3222,Sulthan Hotel International
348,Saint Anthony,88.25,scattered clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
351,Olinda,80.33,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
352,Foumban,67.64,moderate rain,5.7291,10.9001,Hotel Pekassa De Karche
353,Durban,58.01,few clouds,-29.8579,31.0292,Hilton Durban
354,Port Hawkesbury,68.92,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
356,Odweyne,73.35,overcast clouds,9.4092,45.064,Eng Hiirey House
357,Ismailia,82.44,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
359,Funtua,74.8,moderate rain,11.5233,7.3081,Sani Jikan Mallam Hotel
360,Grindavik,50.56,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
361,Vasylivka,78.89,few clouds,47.4369,35.2742,Alero
362,Margate,72.97,scattered clouds,51.3813,1.3862,Premier Inn Margate hotel
363,Hambantota,80.35,broken clouds,6.1241,81.1185,Bungalow 63
364,Bhinga,87.46,few clouds,27.7167,81.9333,Kakardari office
365,Paragominas,90.41,overcast clouds,-2.9667,-47.4833,INOVA
366,Itabaianinha,74.39,broken clouds,-11.2739,-37.79,Alojamento AGC Construcoes
367,Necochea,53.04,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
368,Cap Malheureux,67.46,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
369,Ravar,93.2,clear sky,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
370,Colmenar Viejo,87.48,clear sky,40.6591,-3.7676,Profesora de Piano Carmen López
371,Sadri,85.17,overcast clouds,25.1833,73.4333,Chandra Hill Resort
372,Am Timan,84.88,light rain,11.0297,20.2827,Palais du chef Canton Salamt
373,Puerto Cabezas,82.38,overcast clouds,14.0351,-83.3888,Cabaña Caribe
374,Agadir,82.85,overcast clouds,30.4202,-9.5982,Iberostar Founty Beach
375,Cobija,95.68,clear sky,-11.0267,-68.7692,Hotel Obelisco
376,Port-Cartier,68.76,scattered clouds,50.0334,-66.8654,Le Q'Artier
377,Formello,91.76,scattered clouds,42.0801,12.3998,Antica Pietrara
378,Sur,92.35,broken clouds,22.5667,59.5289,Sur Plaza Hotel
380,Mogadishu,76.68,broken clouds,2.0371,45.3438,Hotel Juba
381,Nantucket,80.71,clear sky,41.2835,-70.0995,Jared Coffin House
382,Alenquer,88.14,overcast clouds,-1.9417,-54.7383,Josilene Castro
383,Ust-Tsilma,48.11,broken clouds,65.441,52.1498,U Praskov'i
384,Matagami,67.28,overcast clouds,49.7502,-77.6328,Hôtel Matagami
385,Greaca,82.62,broken clouds,44.1094,26.3394,Domeniul Greaca
386,Kautokeino,55.99,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
387,Savannah Bight,87.85,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
388,Rundu,63.81,clear sky,-17.9333,19.7667,Millennia Estate
390,Garowe,81.1,overcast clouds,8.4054,48.4845,Curubo Hotel
391,Benghazi,80.49,clear sky,32.1167,20.0667,Tibesti Hotel
392,Camacha,75.96,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
393,General Roca,50.59,overcast clouds,-39.0333,-67.5833,Hotel y Casino del Río General Roca
394,Nampula,62.1,scattered clouds,-15.1165,39.2666,BUTIK Hotel
395,Berlevag,45.18,overcast clouds,70.8578,29.0864,Kvitbrakka
396,Keetmanshoop,57.33,clear sky,-26.5833,18.1333,Quiver Inn Guesthouse
398,La Palma,86.5,scattered clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
399,Amarante Do Maranhao,94.57,few clouds,-5.5667,-46.7422,Hotéis Caçulinha
400,Dutse,82.51,light rain,11.7594,9.3392,Central Mosque Galamawa
401,Ripky,69.73,broken clouds,51.801,31.0838,Дружба
402,Nuuk,43.41,broken clouds,64.1835,-51.7216,Vandrehuset
403,Gerash,81.41,broken clouds,27.6652,54.1371,Sa'adat House
404,Inhambane,63.16,light rain,-23.865,35.3833,Oceano
405,Berdsk,67.6,scattered clouds,54.7551,83.0967,Mini-Hotel Kalinina 9A
406,Yarada,82.72,mist,17.65,83.2667,Jeevan
408,Lethem,91.22,broken clouds,3.3803,-59.7968,Savannah Inn
409,Tocopilla,65.79,broken clouds,-22.092,-70.1979,Hotel Galvarino
410,Dwarka,83.1,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
